,0
5797,156
5798,168
5799,108
5800,110
5801,123
5802,16
5803,127
5804,151
5805,2
5806,144
5807,113
5808,121
5809,152
5810,32
5811,34
5812,177
5813,190
5814,156
5815,48
5816,27
5817,12
5818,86
5819,97
5820,112
5821,144
5822,121
5823,29
5824,72
5825,13
5826,73
5827,56
5828,92
5829,125
5830,22
5831,108
5832,34
5833,50
5834,96
5835,58
5836,132
5837,41
5838,45
5839,100
5840,20
5841,52
5842,112
5843,2
5844,5
5845,166
5846,67
5847,75
5848,82
5849,174
5850,158
5851,85
5852,150
5853,80
5854,185
5855,23
5856,125
5857,9
5858,78
5859,75
5860,35
5861,48
5862,199
5863,102
5864,26
5865,174
5866,131
5867,49
5868,191
5869,73
5870,70
5871,84
5872,192
5873,135
5874,187
5875,94
5876,60
5877,31
5878,32
5879,151
5880,140
5881,39
5882,155
5883,153
5884,184
5885,114
5886,195
5887,189
5888,54
5889,28
5890,23
5891,114
5892,98
5893,139
5894,40
5895,36
5896,146
5897,179
5898,118
5899,115
5900,184
5901,164
5902,105
5903,39
5904,59
5905,84
5906,46
5907,58
5908,109
5909,78
5910,73
5911,192
5912,149
5913,109
5914,167
5915,133
5916,1
5917,147
5918,140
5919,187
5920,74
5921,32
5922,16
5923,89
5924,197
5925,168
5926,132
5927,41
5928,89
5929,69
5930,112
5931,91
5932,78
5933,43
5934,194
5935,159
5936,198
5937,85
5938,70
5939,11
5940,7
5941,53
5942,78
5943,108
5944,29
5945,147
5946,117
5947,19
5948,196
5949,35
5950,168
5951,77
5952,19
5953,37
5954,104
5955,161
5956,44
5957,80
5958,17
5959,25
5960,51
5961,177
5962,175
5963,131
5964,107
5965,137
5966,0
5967,173
5968,55
5969,166
5970,95
5971,39
5972,130
5973,92
5974,74
5975,92
5976,64
5977,98
5978,184
5979,68
5980,97
5981,187
5982,187
5983,155
